Timestamp,Wind speed [m/s],Wind direction [deg],Ambient temperature [C],output power [kW],Status,State,Ice detected,IPS,ID
1.1.2003 8:00,6.3,67.5,-12.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 8:10,6.1,60.6,-12.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 8:20,7.1,50.3,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 8:30,7.8,53.4,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 8:40,8.1,52.7,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 8:50,8.2,53.6,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 9:00,8.6,53.8,-11.8,0.0,OK,OK,YES,OFF,T3
1.1.2003 9:10,9.0,55.1,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 9:20,9.4,56.1,-11.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 9:30,9.5,57.6,-11.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 9:40,9.7,57.0,-11.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 9:50,8.6,54.8,-11.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 10:00,8.9,53.9,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 10:10,8.7,53.1,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 10:20,8.4,53.3,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 10:30,8.2,54.5,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 10:40,8.4,54.7,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 10:50,7.9,54.3,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 11:00,7.5,53.8,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 11:10,7.6,56.3,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 11:20,8.7,57.3,-11.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 11:30,9.2,56.8,-11.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 11:40,8.9,55.2,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 11:50,8.5,54.2,-11.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 12:00,9.2,52.9,-11.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 12:10,8.7,50.7,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 12:20,9.5,51.1,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 12:30,8.7,51.0,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 12:40,9.0,50.6,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 12:50,8.3,48.6,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 13:00,8.7,47.4,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 13:10,9.0,48.2,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 13:20,8.7,49.8,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 13:30,8.9,51.8,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 13:40,9.2,49.9,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 13:50,9.1,50.3,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 14:00,9.2,51.2,-11.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 14:10,9.1,50.5,-11.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 14:20,9.3,51.9,-11.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 14:30,8.1,51.4,-11.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 14:40,8.2,49.0,-11.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 14:50,8.3,48.9,-11.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 15:00,9.0,47.8,-11.2,0.0,OK,OK,YES,OFF,T3
1.1.2003 15:10,9.1,48.6,-11.2,0.0,OK,OK,YES,OFF,T3
1.1.2003 15:20,9.7,48.3,-11.2,0.0,OK,OK,YES,OFF,T3
1.1.2003 15:30,9.2,49.8,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 15:40,9.9,51.4,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 15:50,10.0,50.3,-11.0,0.0,OK,OK,YES,OFF,T3
1.1.2003 16:00,9.9,52.1,-11.0,0.0,OK,OK,YES,OFF,T3
1.1.2003 16:10,10.4,53.2,-11.0,0.0,OK,OK,YES,OFF,T3
1.1.2003 16:20,9.9,51.0,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 16:30,9.9,52.5,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 16:40,10.5,53.1,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 16:50,10.2,52.6,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 17:00,10.4,54.5,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 17:10,10.3,54.0,-11.0,0.0,OK,OK,YES,OFF,T3
1.1.2003 17:20,10.8,55.0,-11.0,0.0,OK,OK,YES,OFF,T3
1.1.2003 17:30,10.2,53.9,-11.1,0.0,OK,OK,YES,OFF,T3
1.1.2003 17:40,10.6,52.1,-11.0,0.0,OK,OK,YES,OFF,T3
1.1.2003 17:50,10.3,53.9,-11.0,0.0,OK,OK,YES,OFF,T3
1.1.2003 18:00,10.7,54.2,-10.9,0.0,OK,OK,YES,OFF,T3
1.1.2003 18:10,10.9,53.9,-10.9,0.0,OK,OK,YES,OFF,T3
1.1.2003 18:20,10.4,53.6,-10.8,0.0,OK,OK,YES,OFF,T3
1.1.2003 18:30,9.9,54.2,-10.8,0.0,OK,OK,YES,OFF,T3
1.1.2003 18:40,9.8,54.1,-10.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 18:50,9.4,52.4,-10.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 19:00,8.8,49.4,-10.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 19:10,8.8,49.1,-10.7,0.0,OK,OK,YES,OFF,T3
1.1.2003 19:20,8.9,48.1,-10.6,0.0,OK,OK,YES,OFF,T3
1.1.2003 19:30,9.0,44.5,-10.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 19:40,9.1,46.3,-10.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 19:50,9.2,47.8,-10.5,0.0,OK,OK,YES,OFF,T3
1.1.2003 20:00,9.1,46.8,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 20:10,8.9,44.5,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 20:20,8.9,47.0,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 20:30,9.0,46.2,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 20:40,9.1,47.0,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 20:50,8.9,49.1,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 21:00,9.0,48.5,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 21:10,9.1,47.3,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 21:20,9.0,47.5,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 21:30,9.5,49.3,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 21:40,9.7,49.5,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 21:50,9.9,49.4,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 22:00,10.3,50.1,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 22:10,10.1,52.8,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 22:20,9.9,54.5,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 22:30,10.1,53.9,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 22:40,9.6,54.3,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 22:50,10.0,51.8,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 23:00,10.3,52.8,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 23:10,10.0,53.4,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 23:20,10.2,54.8,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 23:30,9.9,55.2,-10.4,0.0,OK,OK,YES,OFF,T3
1.1.2003 23:40,9.6,54.9,-10.3,0.0,OK,OK,YES,OFF,T3
1.1.2003 23:50,10.0,54.0,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 0:00,9.7,55.8,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 0:10,9.6,54.2,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 0:20,9.1,53.6,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 0:30,9.0,55.9,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 0:40,9.1,56.2,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 0:50,8.7,55.2,-10.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 1:00,8.7,52.0,-10.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 1:10,8.8,53.4,-10.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 1:20,8.7,54.9,-10.6,0.0,OK,OK,YES,OFF,T3
2.1.2003 1:30,8.3,56.5,-10.6,0.0,OK,OK,YES,OFF,T3
2.1.2003 1:40,7.9,52.1,-10.6,0.0,OK,OK,YES,OFF,T3
2.1.2003 1:50,8.1,49.1,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 2:00,8.4,47.7,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 2:10,8.7,53.8,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 2:20,8.5,56.2,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 2:30,8.8,56.8,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 2:40,8.2,55.8,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 2:50,8.3,56.5,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 3:00,8.2,58.3,-10.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 3:10,7.7,57.6,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 3:20,8.0,58.0,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 3:30,8.0,54.6,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 3:40,7.8,51.7,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 3:50,7.7,49.7,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 4:00,6.8,46.1,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 4:10,6.7,48.2,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 4:20,7.7,50.5,-10.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 4:30,8.0,52.0,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 4:40,8.8,54.3,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 4:50,7.9,55.0,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 5:00,8.1,54.0,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 5:10,7.2,54.5,-11.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 5:20,7.7,54.9,-11.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 5:30,7.9,56.5,-11.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 5:40,8.0,57.2,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 5:50,8.1,57.1,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 6:00,8.8,57.3,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 6:10,8.9,58.3,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 6:20,9.0,59.6,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 6:30,8.7,59.9,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 6:40,8.5,59.4,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 6:50,8.5,61.3,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 7:00,8.5,62.8,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 7:10,8.5,64.2,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 7:20,8.5,63.3,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 7:30,8.6,63.6,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 7:40,8.5,64.1,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 7:50,8.5,62.2,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 8:00,8.8,61.1,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 8:10,8.6,59.2,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 8:20,8.6,58.8,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 8:30,8.7,58.9,-11.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 8:40,9.0,59.1,-11.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 8:50,8.7,59.3,-11.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 9:00,8.4,60.5,-11.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 9:10,8.6,63.2,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 9:20,8.5,60.1,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 9:30,8.4,59.7,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 9:40,8.5,59.9,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 9:50,8.3,58.6,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 10:00,8.0,57.6,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 10:10,7.6,58.9,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 10:20,7.4,59.0,-10.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 10:30,7.5,58.9,-10.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 10:40,7.4,58.2,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 10:50,7.6,59.5,-10.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 11:00,8.0,60.0,-10.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 11:10,8.3,60.7,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 11:20,8.3,62.3,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 11:30,8.1,63.1,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 11:40,7.7,62.3,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 11:50,7.6,62.5,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 12:00,7.4,62.6,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 12:10,7.5,64.6,-10.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 12:20,7.5,64.8,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 12:30,7.2,61.2,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 12:40,6.6,60.1,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 12:50,5.8,60.2,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 13:00,5.7,60.9,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 13:10,5.7,63.5,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 13:20,5.8,67.3,-10.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 13:30,5.8,69.2,-10.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 13:40,6.2,73.3,-9.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 13:50,5.9,74.9,-9.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 14:00,6.1,78.1,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 14:10,6.2,79.4,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 14:20,6.7,80.8,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 14:30,6.6,85.9,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 14:40,6.6,86.1,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 14:50,6.4,82.8,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 15:00,6.2,83.8,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 15:10,6.6,83.1,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 15:20,6.5,85.1,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 15:30,6.5,86.9,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 15:40,6.5,86.2,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 15:50,7.2,86.2,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 16:00,7.2,87.5,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 16:10,6.7,86.5,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 16:20,6.0,86.0,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 16:30,6.3,86.7,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 16:40,6.0,86.1,-9.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 16:50,5.8,88.4,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 17:00,6.0,86.5,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 17:10,6.2,90.4,-9.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 17:20,6.1,88.6,-9.6,0.0,OK,OK,YES,OFF,T3
2.1.2003 17:30,6.0,85.3,-9.6,0.0,OK,OK,YES,OFF,T3
2.1.2003 17:40,6.1,88.3,-9.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 17:50,6.2,91.1,-9.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 18:00,6.8,90.6,-9.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 18:10,6.6,87.2,-9.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 18:20,6.5,87.0,-10.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 18:30,6.4,90.2,-10.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 18:40,6.1,94.0,-10.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 18:50,6.1,94.4,-10.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 19:00,6.2,95.3,-10.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 19:10,6.6,95.3,-10.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 19:20,7.1,92.6,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 19:30,6.6,92.6,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 19:40,6.3,94.1,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 19:50,6.1,93.1,-10.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 20:00,6.2,95.0,-10.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 20:10,5.6,98.2,-10.6,0.0,OK,OK,YES,OFF,T3
2.1.2003 20:20,4.6,101.3,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 20:30,4.4,105.6,-10.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 20:40,4.4,103.7,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 20:50,4.7,103.2,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 21:00,4.9,107.7,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 21:10,3.9,102.2,-10.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 21:20,5.2,96.2,-10.9,0.0,OK,OK,YES,OFF,T3
2.1.2003 21:30,4.9,96.2,-11.0,0.0,OK,OK,YES,OFF,T3
2.1.2003 21:40,5.7,95.5,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 21:50,6.0,94.8,-11.1,0.0,OK,OK,YES,OFF,T3
2.1.2003 22:00,4.8,100.0,-11.2,0.0,OK,OK,YES,OFF,T3
2.1.2003 22:10,4.1,102.3,-11.3,0.0,OK,OK,YES,OFF,T3
2.1.2003 22:20,4.5,98.6,-11.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 22:30,3.9,102.5,-11.4,0.0,OK,OK,YES,OFF,T3
2.1.2003 22:40,3.9,99.9,-11.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 22:50,4.3,98.6,-11.5,0.0,OK,OK,YES,OFF,T3
2.1.2003 23:00,4.3,98.0,-11.6,0.0,OK,OK,YES,OFF,T3
2.1.2003 23:10,4.6,98.6,-11.7,0.0,OK,OK,YES,OFF,T3
2.1.2003 23:20,4.7,98.7,-11.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 23:30,4.2,101.9,-11.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 23:40,3.6,101.3,-11.8,0.0,OK,OK,YES,OFF,T3
2.1.2003 23:50,3.8,102.5,-11.9,0.0,OK,OK,YES,OFF,T3
3.1.2003 0:00,3.7,103.0,-11.8,0.0,OK,OK,YES,OFF,T3
3.1.2003 0:10,3.6,100.7,-11.8,0.0,OK,OK,YES,OFF,T3
3.1.2003 0:20,3.5,98.1,-11.9,0.0,OK,OK,YES,OFF,T3
3.1.2003 0:30,3.4,99.3,-12.0,0.0,OK,OK,YES,OFF,T3
3.1.2003 0:40,3.4,99.9,-12.1,0.0,OK,OK,YES,OFF,T3
3.1.2003 0:50,3.9,98.6,-12.1,0.0,OK,OK,YES,OFF,T3
3.1.2003 1:00,4.3,98.4,-12.2,0.0,OK,OK,YES,OFF,T3
3.1.2003 1:10,5.3,89.3,-12.3,0.0,OK,OK,YES,OFF,T3
3.1.2003 1:20,5.2,88.6,-12.4,0.0,OK,OK,YES,OFF,T3
3.1.2003 1:30,4.5,95.0,-12.3,0.0,OK,OK,YES,OFF,T3
3.1.2003 1:40,5.0,96.3,-12.3,0.0,OK,OK,YES,OFF,T3
3.1.2003 1:50,5.3,94.5,-12.3,0.0,OK,OK,YES,OFF,T3
3.1.2003 2:00,4.2,99.2,-12.3,0.0,OK,OK,YES,OFF,T3
3.1.2003 2:10,4.9,93.5,-12.3,0.0,OK,OK,YES,OFF,T3
3.1.2003 2:20,4.8,86.6,-12.5,0.0,OK,OK,YES,OFF,T3
3.1.2003 2:30,4.7,84.5,-12.5,0.0,OK,OK,YES,OFF,T3
3.1.2003 2:40,4.5,83.5,-12.6,0.0,OK,OK,YES,OFF,T3
3.1.2003 2:50,5.0,84.9,-12.6,0.0,OK,OK,YES,OFF,T3
3.1.2003 3:00,5.5,83.4,-12.7,0.0,OK,OK,YES,OFF,T3
3.1.2003 3:10,5.1,88.9,-12.7,0.0,OK,OK,YES,OFF,T3
3.1.2003 3:20,4.4,93.4,-12.6,0.0,OK,OK,YES,OFF,T3
3.1.2003 3:30,3.8,102.3,-12.8,0.0,OK,OK,YES,OFF,T3
3.1.2003 3:40,3.9,101.0,-12.9,0.0,OK,OK,YES,OFF,T3
3.1.2003 3:50,3.6,101.3,-12.9,0.0,OK,OK,YES,OFF,T3
3.1.2003 4:00,4.5,97.6,-12.9,0.0,OK,OK,YES,OFF,T3
3.1.2003 4:10,4.4,99.3,-12.9,0.0,OK,OK,YES,OFF,T3
