timestamp,wind_speed,ambient_temperature,output_power,normal_operation,wind_direction,pressure,maintenance,faults,curtailment,other_manual,icing_codes,ice_detection,ips_status
2003-01-02 00:40:00,9.1,-10.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 00:50:00,8.7,-10.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 01:00:00,8.7,-10.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 01:10:00,8.8,-10.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 01:20:00,8.7,-10.6,0,True,,,False,False,False,False,False,False,False
2003-01-02 01:30:00,8.3,-10.6,0,True,,,False,False,False,False,False,False,False
2003-01-02 01:40:00,7.9,-10.6,0,True,,,False,False,False,False,False,False,False
2003-01-02 01:50:00,8.1,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 02:00:00,8.4,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 02:10:00,8.7,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 02:20:00,8.5,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 02:30:00,8.8,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 02:40:00,8.2,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 02:50:00,8.3,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 03:00:00,8.2,-10.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 03:10:00,7.7,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 03:20:00,8.0,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 03:30:00,8.0,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 03:40:00,7.8,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 03:50:00,7.7,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 04:00:00,6.8,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 04:10:00,6.7,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 04:20:00,7.7,-10.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 04:30:00,8.0,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 04:40:00,8.8,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 04:50:00,7.9,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 05:00:00,8.1,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 05:10:00,7.2,-11.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 05:20:00,7.7,-11.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 05:30:00,7.9,-11.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 05:40:00,8.0,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 05:50:00,8.1,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 06:00:00,8.8,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 06:10:00,8.9,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 06:20:00,9.0,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 06:30:00,8.7,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 06:40:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 06:50:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 07:00:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 07:10:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 07:20:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 07:30:00,8.6,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 07:40:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 07:50:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 08:00:00,8.8,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 08:10:00,8.6,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 08:20:00,8.6,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 08:30:00,8.7,-11.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 08:40:00,9.0,-11.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 08:50:00,8.7,-11.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 09:00:00,8.4,-11.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 09:10:00,8.6,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 09:20:00,8.5,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 09:30:00,8.4,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 09:40:00,8.5,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 09:50:00,8.3,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 10:00:00,8.0,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 10:10:00,7.6,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 10:20:00,7.4,-10.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 10:30:00,7.5,-10.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 10:40:00,7.4,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 10:50:00,7.6,-10.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 11:00:00,8.0,-10.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 11:10:00,8.3,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 11:20:00,8.3,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 11:30:00,8.1,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 11:40:00,7.7,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 11:50:00,7.6,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 12:00:00,7.4,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 12:10:00,7.5,-10.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 12:20:00,7.5,-10.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 12:30:00,7.2,-10.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 12:40:00,6.6,-10.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 12:50:00,5.8,-10.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 13:00:00,5.7,-10.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 13:10:00,5.7,-10.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 13:20:00,5.8,-10.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 13:30:00,5.8,-10.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 13:40:00,6.2,-9.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 13:50:00,5.9,-9.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 14:00:00,6.1,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 14:10:00,6.2,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 14:20:00,6.7,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 14:30:00,6.6,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 14:40:00,6.6,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 14:50:00,6.4,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 15:00:00,6.2,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 15:10:00,6.6,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 15:20:00,6.5,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 15:30:00,6.5,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 15:40:00,6.5,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 15:50:00,7.2,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 16:00:00,7.2,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 16:10:00,6.7,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 16:20:00,6.0,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 16:30:00,6.3,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 16:40:00,6.0,-9.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 16:50:00,5.8,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 17:00:00,6.0,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 17:10:00,6.2,-9.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 17:20:00,6.1,-9.6,0,True,,,False,False,False,False,False,False,False
2003-01-02 17:30:00,6.0,-9.6,0,True,,,False,False,False,False,False,False,False
2003-01-02 17:40:00,6.1,-9.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 17:50:00,6.2,-9.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 18:00:00,6.8,-9.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 18:10:00,6.6,-9.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 18:20:00,6.5,-10.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 18:30:00,6.4,-10.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 18:40:00,6.1,-10.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 18:50:00,6.1,-10.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 19:00:00,6.2,-10.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 19:10:00,6.6,-10.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 19:20:00,7.1,-10.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 19:30:00,6.6,-10.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 19:40:00,6.3,-10.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 19:50:00,6.1,-10.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 20:00:00,6.2,-10.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 20:10:00,5.6,-10.6,0,True,,,False,False,False,False,False,False,False
2003-01-02 20:20:00,4.6,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 20:30:00,4.4,-10.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 20:40:00,4.4,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 20:50:00,4.7,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 21:00:00,4.9,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 21:10:00,3.9,-10.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 21:20:00,5.2,-10.9,0,True,,,False,False,False,False,False,False,False
2003-01-02 21:30:00,4.9,-11.0,0,True,,,False,False,False,False,False,False,False
2003-01-02 21:40:00,5.7,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 21:50:00,6.0,-11.1,0,True,,,False,False,False,False,False,False,False
2003-01-02 22:00:00,4.8,-11.2,0,True,,,False,False,False,False,False,False,False
2003-01-02 22:10:00,4.1,-11.3,0,True,,,False,False,False,False,False,False,False
2003-01-02 22:20:00,4.5,-11.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 22:30:00,3.9,-11.4,0,True,,,False,False,False,False,False,False,False
2003-01-02 22:40:00,3.9,-11.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 22:50:00,4.3,-11.5,0,True,,,False,False,False,False,False,False,False
2003-01-02 23:00:00,4.3,-11.6,0,True,,,False,False,False,False,False,False,False
2003-01-02 23:10:00,4.6,-11.7,0,True,,,False,False,False,False,False,False,False
2003-01-02 23:20:00,4.7,-11.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 23:30:00,4.2,-11.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 23:40:00,3.6,-11.8,0,True,,,False,False,False,False,False,False,False
2003-01-02 23:50:00,3.8,-11.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 00:00:00,3.7,-11.8,0,True,,,False,False,False,False,False,False,False
2003-01-03 00:10:00,3.6,-11.8,0,True,,,False,False,False,False,False,False,False
2003-01-03 00:20:00,3.5,-11.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 00:30:00,3.4,-12.0,0,True,,,False,False,False,False,False,False,False
2003-01-03 00:40:00,3.4,-12.1,0,True,,,False,False,False,False,False,False,False
2003-01-03 00:50:00,3.9,-12.1,0,True,,,False,False,False,False,False,False,False
2003-01-03 01:00:00,4.3,-12.2,0,True,,,False,False,False,False,False,False,False
2003-01-03 01:10:00,5.3,-12.3,0,True,,,False,False,False,False,False,False,False
2003-01-03 01:20:00,5.2,-12.4,0,True,,,False,False,False,False,False,False,False
2003-01-03 01:30:00,4.5,-12.3,0,True,,,False,False,False,False,False,False,False
2003-01-03 01:40:00,5.0,-12.3,0,True,,,False,False,False,False,False,False,False
2003-01-03 01:50:00,5.3,-12.3,0,True,,,False,False,False,False,False,False,False
2003-01-03 02:00:00,4.2,-12.3,0,True,,,False,False,False,False,False,False,False
2003-01-03 02:10:00,4.9,-12.3,0,True,,,False,False,False,False,False,False,False
2003-01-03 02:20:00,4.8,-12.5,0,True,,,False,False,False,False,False,False,False
2003-01-03 02:30:00,4.7,-12.5,0,True,,,False,False,False,False,False,False,False
2003-01-03 02:40:00,4.5,-12.6,0,True,,,False,False,False,False,False,False,False
2003-01-03 02:50:00,5.0,-12.6,0,True,,,False,False,False,False,False,False,False
2003-01-03 03:00:00,5.5,-12.7,0,True,,,False,False,False,False,False,False,False
2003-01-03 03:10:00,5.1,-12.7,0,True,,,False,False,False,False,False,False,False
2003-01-03 03:20:00,4.4,-12.6,0,True,,,False,False,False,False,False,False,False
2003-01-03 03:30:00,3.8,-12.8,0,True,,,False,False,False,False,False,False,False
2003-01-03 03:40:00,3.9,-12.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 03:50:00,3.6,-12.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 04:00:00,4.5,-12.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 04:10:00,4.4,-12.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 04:20:00,4.2,-12.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 04:30:00,4.7,-13.0,0,True,,,False,False,False,False,False,False,False
2003-01-03 04:40:00,5.0,-13.1,0,True,,,False,False,False,False,False,False,False
2003-01-03 04:50:00,4.7,-12.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 05:00:00,3.7,-12.1,0,True,,,False,False,False,False,False,False,False
2003-01-03 05:10:00,3.6,-11.7,0,True,,,False,False,False,False,False,False,False
2003-01-03 05:20:00,3.2,-11.5,0,True,,,False,False,False,False,False,False,False
2003-01-03 05:30:00,3.5,-11.5,0,True,,,False,False,False,False,False,False,False
2003-01-03 05:40:00,3.6,-11.6,0,True,,,False,False,False,False,False,False,False
2003-01-03 05:50:00,3.8,-12.0,0,True,,,False,False,False,False,False,False,False
2003-01-03 06:00:00,3.7,-12.0,0,True,,,False,False,False,False,False,False,False
2003-01-03 06:10:00,3.6,-11.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 06:20:00,3.6,-12.0,0,True,,,False,False,False,False,False,False,False
2003-01-03 06:30:00,3.6,-11.9,0,True,,,False,False,False,False,False,False,False
2003-01-03 06:40:00,4.0,-11.8,0,True,,,False,False,False,False,False,False,False
